Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Tajikistan,TJK,3.590987627,2.432153454,1.541974406,1.201301778,1.353624947,0.632058356,0.8361431,0.539127046,0.488648486,0.710039739,0.919360114,0.923709616,1.097954839,1.067579187,0.98565014,1.082226848,1.568061485,0.977974892,1.684996789,1.608848676,1.158952795,1.115210293,1.074185129
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Turkiye,TUR,2.537726975,3.142422438,2.426975085,2.197931521,1.854780858,1.805093745,1.869545521,1.90358876,1.828277596,1.987171866,1.591195852,1.876422785,1.638199503,1.751870774,1.851208324,1.619308293,1.63955965,2.001461439,2.004655075,2.223892255,2.444080343,2.041859325,1.988730714
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Turkmenistan,TKM,4.369546344,3.33709165,2.274503365,0.947216997,0.795037571,0.64960021,0.439988485,0.306108414,0.164055558,0.11481687,0.248390123,0.474389415,0.72632699,0.950666997,0.907151296,0.814437816,0.914710412,0.9598815,0.954299415,0.798713688,0.532690275,0.412508689,0.346734808
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Ukraine,UKR,2.588767752,2.129439681,2.149602588,1.622745149,1.726304447,1.802358147,2.195036789,2.282679707,2.13694398,4.058052409,3.039061459,3.177254617,2.649040213,3.120855497,4.200760641,4.709139383,3.936236688,3.31552827,2.830139493,2.574079575,2.410164726,2.124959467,1.594227681
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Uzbekistan,UZB,1.869224515,2.109766781,1.966463485,1.532880896,1.29256429,1.094383083,1.085154401,0.813041897,0.486806994,0.367085782,0.245066316,0.260604045,0.25407927,0.221966534,0.245736114,0.323643868,0.415595724,0.740650801,0.585913477,1.133874331,1.303841793,1.246542024,1.71919649
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Argentina,ARG,4.294655095,1.999595881,2.279408699,1.706595633,1.65179577,1.724620933,1.805100572,1.263264295,1.114434992,1.080216385,0.965066145,0.720822873,0.712900493,0.742516336,1.409761321,1.213469734,2.612252859,2.379873346,2.924361599,3.259859856,2.058219648,1.321847682,1.14391087
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Belize,BLZ,3.329017449,4.433634655,4.196067778,5.528706183,5.858802231,5.441707531,4.489787874,4.21790234,3.85538947,3.556839004,3.64074653,3.426200963,2.757907903,1.579273208,2.220889391,2.190252355,2.270573469,2.227054151,2.297482889,2.418196871,1.736709174,0.828537082,1.238108799
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Bolivia,BOL,2.241581003,2.344583781,1.524372811,1.723022023,1.692566483,1.918622059,2.125808871,1.603842012,1.133811233,0.781297844,0.464623414,0.384705116,0.358572147,0.427065181,0.531835094,0.572686952,0.677451719,0.80122613,0.934892604,1.051951658,1.136851747,0.906384316,1.044172298
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Brazil,BRA,2.693822861,3.175786199,3.037334606,3.025034215,2.272131178,1.537011424,1.372066784,1.06349258,0.978583254,0.862130091,0.647260959,0.67842367,0.620152393,0.752408276,0.714648287,1.046370134,1.296462914,0.976138227,1.127763704,1.556131035,1.399763502,1.829648633,1.033041165
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Colombia,COL,2.27338064,2.814224292,2.332172055,2.677723035,2.163352452,1.998190055,1.642459326,1.499617737,1.303865039,1.285567775,1.162248729,1.15439252,1.124658302,1.067348128,1.262716363,1.766470617,1.913838822,1.985173359,2.013409838,2.25844535,2.481860329,2.240785853,2.216043654
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Costa Rica,CRI,1.812753812,1.831063102,1.76062896,1.801199269,1.222592272,1.409850089,1.323163674,1.318932433,1.507768173,1.360049264,1.044089017,1.148778411,1.400970777,1.622870365,2.11514427,1.997662528,1.965741765,2.025194215,2.355279682,1.957593762,1.140552181,1.545444824,3.197603088
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Dominica,DMA,1.41770554,3.224909583,2.237556117,2.852984528,3.136320469,2.229894587,2.140074832,1.93967754,1.667652304,1.339166472,1.165868749,1.102205369,1.898510417,2.002203648,1.837316184,1.783569341,2.064573958,2.4196954,2.900264096,2.095092516,1.75293776,1.489517081,2.556520707
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Dominican Republic,DOM,1.142102208,1.006897669,1.031950212,1.337437042,1.566637897,0.798257027,1.030145185,1.201322236,1.119412891,0.994114797,0.920784585,1.13268087,1.652086579,1.670351888,1.344793448,1.588881157,1.761520179,1.403216596,1.86293228,2.144052927,2.258143612,2.921366034,1.99073659
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Ecuador,ECU,8.318954702,5.368628857,4.588770806,4.034713367,3.839991979,2.847016882,3.462578557,3.257895269,1.739079794,1.055357851,0.725906572,0.715107845,0.83425233,0.905377116,0.956475606,1.352838708,1.587109511,2.016714538,2.58179905,2.713850987,1.692825865,1.907124839,1.699579147
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,El Salvador,SLV,1.86240336,1.722826857,2.439844061,2.534816402,3.322736844,3.316393019,3.818744903,3.421677106,2.95036536,2.88549844,2.838385351,2.841884848,2.706517951,2.81047584,2.821889977,3.011920457,3.103761292,3.470800564,2.718804444,2.939553872,4.048116363,4.655743626,4.368328366
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Grenada,GRD,0.915924553,1.5238569,3.246737971,3.617005713,3.564430038,0.739096365,1.135022648,1.369938461,1.222434265,1.597742668,1.492141302,1.521248619,1.080883817,0.717723778,0.76111572,0.689062578,2.163899234,2.287152576,1.724174197,1.624577683,1.97253381,1.642387051,1.59248447
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Guatemala,GTM,1.071036195,1.134177163,1.025370551,1.043162984,1.653863058,1.801481399,1.941177264,1.962028249,1.839941658,1.865769986,1.652860934,1.568651777,1.260122528,1.153632226,1.296975266,1.133118005,1.486572722,1.34846458,1.05734169,1.381093595,1.589680985,1.227342637,1.159134939
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Guyana,GUY,4.567708377,3.064992054,4.561627649,3.124136596,1.953120943,1.401594631,0.739413639,0.452595787,0.35717193,0.375433812,0.430846965,0.636908525,0.496813545,0.622837276,0.625917086,0.457485255,0.679262805,0.668357254,0.710692341,0.658829318,0.577019336,0.334724636,0.239659714
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Haiti,HTI,0.316762836,0.238213384,0.195889003,0.326147479,0.532852749,0.263288087,0.25081456,0.256707728,0.227494816,0.132925162,0.074301089,0.023276951,0.023096757,0.030347107,0.034463121,0.055619595,0.137651616,0.031061047,0.021845934,0.028488222,0.019300512,0.016609224,0.116106925
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Honduras,HND,1.917172078,1.298947461,1.443655859,1.299684069,1.423980501,1.100103425,1.18014365,0.835309445,0.689535719,0.528537764,0.403501823,0.485312161,0.540592326,0.791429182,1.125446998,1.129385625,1.200961957,1.116729513,1.320564242,1.477007155,1.516035764,1.26866379,1.244949368
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Jamaica,JAM,3.062174663,3.675918602,3.745607771,3.578846373,3.538421927,3.960567109,4.53757381,5.926349383,5.353558049,6.619051366,6.646993609,6.62892617,4.944621822,4.210892496,4.694185466,5.00434369,5.096963825,4.688634673,6.040689635,5.131100724,5.433421789,5.346382806,5.104464382
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Mexico,MEX,1.965323883,1.640496294,1.297789421,1.269933206,1.274975485,1.257440926,1.212963241,1.26739019,1.045917974,1.135555613,0.920499278,1.050349178,2.780992966,1.48537662,1.314089843,1.745648446,1.785708356,2.352848226,2.133349825,2.044733274,2.179228216,1.832703399,1.469205764
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Nicaragua,NIC,2.032536987,1.459984038,0.980376684,1.10379863,0.859334394,0.886838063,0.911249655,1.208696772,1.458511307,1.659848617,1.350895949,1.468129333,1.780187313,1.809555889,1.687965587,1.660953123,1.976205668,2.187329741,2.334835459,2.726961562,2.473740347,1.536977363,1.817554401
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Paraguay,PRY,1.928880718,1.945738314,1.687994123,1.758096306,2.075833606,1.549975728,1.260702998,0.986501024,1.123985941,0.856255703,0.762648392,0.692931047,0.80113986,0.836642012,0.774417373,1.202645422,1.423177893,1.359096853,2.022135902,1.534738516,1.414459205,1.326842088,1.937325506
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Peru,PER,2.847253627,2.658743044,2.375033522,2.473850496,2.330578631,2.583193963,2.458754771,2.430025853,1.780030578,1.807674384,1.92841815,1.18677539,1.969726415,1.062579344,1.099977767,1.261870088,1.220168982,1.181362962,1.279501889,1.072868491,1.111175845,1.157969474,1.562235327
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,St. Lucia,LCA,1.046702121,1.346224459,1.263670796,1.546395439,1.394423226,1.661180405,1.342958459,1.631469622,1.884228372,1.090421483,0.95187682,0.841726586,0.993737182,0.927736488,1.12469127,1.200229083,1.20967545,1.37086063,1.427696739,1.46338029,1.778323744,1.481618424,1.442431658
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,St. Vincent and the Grenadines,VCT,1.712305841,1.201489691,0.932510587,0.93833034,1.241904124,1.487189956,1.816408765,1.372213091,1.540831776,1.601243166,1.403111294,1.424919498,1.142081335,1.052735268,1.031092394,1.011593371,0.865028007,0.842294868,0.879963204,1.002325977,0.873953246,0.78936892,0.850639599
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.40115166,2.06976204,3.855208692,4.169781288,4.625686118,4.577383128,2.032283826,1.822612453
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Algeria,DZA,3.191576097,2.460445658,2.059534766,1.532998599,1.174222649,0.905417618,0.534675339,0.164331955,0.108110979,0.09769946,0.066843443,0.047854412,0.054812325,0.032214886,0.027655274,0.059452335,0.03051428,0.033996849,0.034960544,0.040641868,0.034835493,0.024967835,0.069266753
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Djibouti,DJI,0.780465115,0.575144426,0.546703201,0.525276935,0.893606802,0.808374828,0.972962873,1.240863351,1.169945432,0.908955662,0.871978322,0.839593035,0.743473319,0.516081545,0.444651619,0.607920382,0.985531586,1.540078498,1.376179763,1.340813243,1.181561512,0.8416309,1.179232826
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,"Egypt, Arab Rep.",EGY,0.73834241,0.895739965,0.938776082,0.853275403,0.960117549,0.794261785,0.793580756,0.702368246,0.576895635,0.483088941,0.419601098,0.386696086,0.362606517,0.291626464,0.290208179,0.275872871,0.465731496,0.850793275,1.089035593,1.355260654,1.135634051,1.135941784,1.330443581
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,"Iran, Islamic Rep.",IRN,0.571104873,0.340140748,0.307995414,0.247648363,0.362008772,0.469992413,0.429860776,0.26280898,0.167487411,0.090318321,0.056600961,0.041542251,0.023863068,0.008654923,0.008735962,0.019458871,0.033207739,0.021198341,0.01692197,0.02750409,0.027339825,0.025074839,0.030184938
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.323246256,0.321007626,0.341717483,0.41382852,0.402087761,0.467336611,0.331658457,0.245265037
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Jordan,JOR,5.889686467,5.465946483,3.309632135,2.521540888,3.397414203,3.41809111,3.71901357,3.49594099,1.666110198,1.120236067,1.039214397,1.169982749,1.056108442,0.966900516,1.180748968,1.250840791,1.375756946,1.757046475,2.338536129,2.610859569,1.884482163,1.826224995,2.380933408
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Lebanon,LBN,3.453083279,4.516071675,5.961959234,8.763247221,7.207319699,6.865631334,6.838258343,6.521430339,5.151322184,5.185869343,4.85340313,5.009664272,4.433959943,4.492523703,4.659584106,4.783724452,5.329428232,5.648192579,7.356790234,6.638862849,1.989148491,2.070531917,5.734837189
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Morocco,MAR,2.557027506,2.352766694,2.421343083,2.321560592,0.948775209,0.86824613,0.824491802,0.807936904,0.743053951,0.705968609,0.883150453,0.736024161,0.794504033,1.094455377,0.919370112,1.014914227,1.122413001,1.021901161,0.996554981,0.986925995,1.033674398,0.985055848,1.256823138
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,0.276865511,0.24778615,0.206422204,0.181701269,0.001844061,0.004342249,0.001028803,0.003602494,0.002755386,0.001438607,0.006025059,0.017934187,0.011686953,0.005025474,..
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Tunisia,TUN,2.788893745,2.393996829,2.518663557,2.322929561,2.470307793,2.778871993,2.713878275,2.523844418,2.003426551,1.842763295,1.680176417,1.620774839,1.54623646,1.410972688,1.322595869,1.290183544,1.496280831,1.743984818,1.901952081,2.242389327,2.23627241,1.844795653,3.077674262
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,"Yemen, Rep.",YEM,1.037775061,0.822609505,0.626180184,0.543054925,0.556744181,0.420493724,0.424047764,0.363218233,0.315577309,0.333566109,0.259059714,0.247039087,0.217651744,0.200863317,0.196751317,0.184084906,0.102442344,0.056040586,0.062360923,..,..,..,..
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Afghanistan,AFG,..,..,..,..,..,..,0.104237502,0.049431058,0.066633481,0.06138976,0.059585453,0.053228696,0.047513876,0.041243308,0.051725001,0.062975648,0.064715965,0.082026287,0.088544011,0.07747815,0.051401083,0.047481657,0.086086646
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Bangladesh,BGD,0.358633088,0.326451262,0.304912463,0.278575616,0.296551747,0.327015295,0.304865753,0.311908198,0.267130371,0.216042629,0.192814808,0.227503939,0.231181343,0.22440665,0.223407901,0.201403551,0.185104826,0.262327422,0.281318899,0.311657988,0.26917057,0.249769296,0.313456723
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Bhutan,BTN,0.502914358,0.38979611,0.378643332,0.394767853,0.757029684,0.292179538,0.507117128,0.663144556,2.968600312,2.690513433,2.576330138,2.189519523,3.495607643,2.244940876,2.450608649,2.173846734,1.952577011,1.794792406,1.795648156,1.580750791,1.474940529,2.252830807,2.210532754
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,India,IND,0.910035094,0.921940759,0.828654515,0.920433554,0.631403478,0.557270914,0.53479035,0.603037841,0.61169447,0.414953988,0.325456476,0.390338721,0.510031334,0.533933854,0.597015926,0.523768799,0.485328669,0.478814638,0.651379759,0.587364106,0.489697967,0.429138456,0.553891414
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Maldives,MDV,0.980738884,0.713591543,0.576496108,0.580518192,0.632768646,0.815744743,1.011134008,1.586514749,1.425072547,1.456241168,0.555836193,0.535381604,0.493700006,0.372375597,0.394137129,0.447715373,0.444437672,0.46161743,1.351640352,1.809087341,2.448555942,2.027803163,3.050070723
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Nepal,NPL,0.566455599,0.467212471,0.464027822,0.525150362,0.458257662,0.421114656,0.412106339,0.337478037,0.299629651,0.268344637,0.219263777,0.179504838,0.173054393,0.185265429,0.191213552,0.17674538,0.178671287,0.156952766,0.1641263,0.20280926,0.190136502,0.189144303,0.223867232
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Pakistan,PAK,1.022421081,0.915612748,0.878810473,0.7732365,0.589610882,0.535187327,0.557570801,0.634979543,0.546133032,0.549784454,0.538439016,0.460087939,0.383502508,0.332640464,0.308164822,0.380642193,0.43629068,0.545504766,0.735746674,0.958238186,0.85509817,0.690305235,0.949213612
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Sri Lanka,LKA,1.57525917,1.513284605,1.356192419,1.006834579,1.072894152,0.649688652,0.97269335,0.940720293,0.881624759,0.837339659,1.115144181,0.722920929,0.999184133,1.014057134,1.022084016,1.117908404,1.358964372,1.367619247,2.033431354,2.090849396,2.086829816,1.904383603,1.629820346
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Angola,AGO,2.560978912,2.103145213,1.210820438,1.070183943,0.871271296,0.988526756,1.992109142,1.233991741,0.670469571,0.77706029,0.425576293,0.389416944,0.769755118,0.945575579,1.063839806,1.733170547,5.207990893,2.443210742,3.81583761,4.541748333,6.075715924,3.837933844,2.864772254
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Benin,BEN,0.699047672,0.581449817,0.795702039,0.40422494,0.510628793,0.42808165,0.493480256,0.477780555,0.353398466,0.252029719,0.246853995,0.271893586,0.336065449,0.277413838,0.369356781,0.379770485,0.577372883,0.427466058,0.852511764,0.860398684,0.879490318,0.762226836,1.232182133
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Botswana,BWA,0.304737283,0.236793025,0.338941108,0.181470421,0.147497128,0.144026738,0.126353513,0.100553097,0.085965807,0.107417442,0.178118536,0.159748489,0.183599139,0.28458174,0.171855386,0.21012294,0.197252764,0.220657027,0.263120899,0.28517906,0.239935225,0.089489272,0.143345079
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Burkina Faso,BFA,0.484151986,0.413134508,0.475135125,0.34435148,0.319901061,0.288119571,0.268941442,0.541988081,0.731052564,1.119758954,1.520182852,1.749007621,2.156888181,2.583306002,3.068304666,4.603834826,3.27414009,3.785778157,3.779974533,2.274654619,1.60313194,0.294127117,0.371805544
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Burundi,BDI,0.97926358,0.804236137,0.881054326,1.067298779,1.92335385,1.167364139,0.498197134,0.511577354,0.518617883,0.250385363,0.095494616,0.096976724,0.134869776,0.153896332,0.168863813,0.120467005,0.144483813,0.087400921,0.123797798,0.210986487,0.156720727,0.209996873,0.2747814
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Cabo Verde,CPV,0.922473819,0.666207418,1.107967503,0.609865029,0.66470329,0.732473716,0.599317391,0.403158768,0.347545623,0.378768561,0.441614337,0.513225761,1.565272984,1.313359451,1.337566682,1.554736986,1.33188482,1.261321213,1.471313221,1.300257888,1.181052481,0.783883473,1.720947878
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Cameroon,CMR,2.903441423,1.489401718,1.330166636,1.201896715,1.337865895,1.277745383,0.628610081,0.523188681,0.354084975,0.210303658,0.158870289,0.284552864,0.208315392,0.176380192,0.42113275,0.507374716,0.853451731,0.787369041,1.034563612,0.900642505,0.870761675,0.657833664,0.779372528
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Central African Republic,CAF,0.706347113,0.484446598,0.08766207,0.060063932,0.249533614,0.09769414,1.263681214,1.230105254,0.342095884,0.176200576,0.070412422,0.026716107,0.089770037,0.050014587,0.15134722,0.154395203,0.086665878,0.148463119,0.082421848,0.137347111,0.072546728,0.07578396,0.207667787
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Chad,TCD,0.803245754,0.40117474,0.55304744,0.52630293,0.316301152,0.304427529,0.282597988,0.267751667,0.213707041,0.261421185,0.162727399,0.150987389,0.174476881,0.184254274,0.369242157,0.546842545,0.553744172,0.5561793,0.54787453,0.533460394,0.479551441,0.425192194,0.429717651
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,Comoros,COM,0.413097955,0.244621738,0.216569422,0.168398137,0.175590059,0.222949929,0.201617902,1.674897347,0.463060185,0.324960885,0.129825374,0.16891611,0.225904081,0.012158712,0.016108113,0.017235077,0.01370166,0.009601502,0.081723707,0.060058199,0.282932899,0.050962549,0.098025474
World,WLD,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,"Congo, Dem. Rep.",COD,0.159001308,0.286325028,3.464985247,1.063506508,0.747992806,0.92289255,1.057918258,1.748731093,1.547791398,1.39466355,0.625867809,0.502433459,0.429785812,0.356767241,0.292947667,0.240794692,0.228295109,0.191386036,0.110078647,1.604468239,0.133047676,0.107471953,0.138428916
